Job_Title,Location,Locality,State,Work_Mode,Job_Category,Salary,Salary_Type,Monthly_Salary_INR
TRAINEE MUD LOGGER,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Corporate Relationship Manager,"Delhi, Delhi",Delhi,Delhi,On-site,Management,"20,000 - 50,000 a month",Monthly,35000.0
Female Visa Filing Officer,"Chandigarh, Chandigarh",Chandigarh,Chandigarh,On-site,Other,"From 15,000 a month",Monthly,19250.0
WEB DEVELOPERS,"Hubli, Karnataka",Hubli,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Receptionist,"Kanpur, Uttar Pradesh",Kanpur,Uttar Pradesh,On-site,Other,"1,20,000 - 2,50,000 a year",Annual,185000.0
TRAINEE DEVELOPER,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Telecalling executive,"Tiruchchirappalli, Tamil Nadu",Tiruchchirappalli,Tamil Nadu,On-site,Other,Not Disclosed,Not Disclosed,19250.0
E-Commerce Manager,"Tiruppur, Tamil Nadu",Tiruppur,Tamil Nadu,On-site,Management,"10,392.40 - 37,891.97 a month",Monthly,24142.185
Residential Tutor,"Palghat, Kerala",Palghat,Kerala,On-site,Education and Training,"15,784.80 - 25,655.16 a month",Monthly,20719.98
Team Member,"Kolkata, West Bengal",Kolkata,West Bengal,On-site,Other,"8,460.63 - 21,434.27 a month",Monthly,14947.45
CRE and Agency leader,"Tiruppur, Tamil Nadu",Tiruppur,Tamil Nadu,On-site,Management,"Up to 5,50,000 a year",Annual,19250.0
Service Advisor,"Tirur, Kerala",Tirur,Kerala,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Data Validation Associate - Night Shift,Remote,Remote,Remote,Remote,IT and Technology,"10,000 - 15,000 a month",Monthly,12500.0
Content writer Intern,Remote,Remote,Remote,Remote,Other,Not Disclosed,Not Disclosed,19250.0
Education Counsellor,"Sai Baba Colony, Coimbatore, Tamil Nadu",Sai Baba Colony,Tamil Nadu,On-site,Education and Training,"20,000 - 40,000 a month",Monthly,30000.0
Assistant Supervisor,"Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,On-site,Management,"15,000 - 20,000 a month",Monthly,17500.0
Logistics Trainee,"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,"12,000 - 14,000 a month",Monthly,13000.0
Digital Marketing Internship,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,On-site,Sales and Marketing,"From 8,000 a month",Monthly,19250.0
Data Entry Operator - Production,"Silvassa, Dadra and Nagar Haveli",Silvassa,Dadra and Nagar Haveli,On-site,IT and Technology,"15,000 - 20,000 a month",Monthly,17500.0
Assistant Supervisor,Remote,Remote,Remote,Remote,Management,"15,000 - 20,000 a month",Monthly,17500.0
DATA PROCESSING,"Shastripuram, Agra, Uttar Pradesh",Shastripuram,Uttar Pradesh,On-site,IT and Technology,"From 10,000 a month",Monthly,19250.0
Intern - Computer Vision / Deep Learning,Remote,Remote,Remote,Remote,Other,"60,000 - 1,20,000 a year",Annual,90000.0
Business Development Executive,Remote,Remote,Remote,Remote,Sales and Marketing,"8,000 - 10,000 a month",Monthly,9000.0
Billing Associate,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Finance and Accounts,Not Disclosed,Not Disclosed,19250.0
Team Member,"Kazhakuttam, Kerala",Kazhakuttam,Kerala,On-site,Other,"10,000 - 18,000 a month",Monthly,14000.0
Business Development Associate,"Goregaon, Mumbai, Maharashtra",Goregaon,Maharashtra,On-site,Sales and Marketing,"25,000 - 30,000 a month",Monthly,27500.0
Accountant Trainee,"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,"15,000 - 30,000 a month",Monthly,22500.0
Brand Face,"Gurugram, Haryana",Gurugram,Haryana,On-site,Other,"10,000 - 30,000 a month",Monthly,20000.0
Content Writing Intern,"Ernakulam District, Kerala",Ernakulam District,Kerala,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Passenger Services Supervisor,"Bhubaneswar, Orissa",Bhubaneswar,Orissa,On-site,Management,"19,367.31 - 32,480.22 a month",Monthly,25923.765
Fresher 2023 | Business Analyst,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Video Editor,Remote,Remote,Remote,Remote,Other,"8,000 - 12,000 a month",Monthly,10000.0
Physiotherapist,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Other,"12,604.66 - 40,233.68 a month",Monthly,26419.17
Online Mathematics Teacher,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Education and Training,200 - 500 an hour,Hourly,19250.0
Freelance Content Writer,Remote,Remote,Remote,Remote,Other,"From 9,000 a month",Monthly,19250.0
Trainee Auditor,"Mangalore, Karnataka",Mangalore,Karnataka,On-site,IT and Technology,"16,500 - 20,000 a month",Monthly,18250.0
International Non Voice Process,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,Not Disclosed,Not Disclosed,19250.0
PROBATIONARY OFFICER,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Other,"From 18,000 a month",Monthly,19250.0
bell Boy/Girl,"Kodaikanal, Tamil Nadu",Kodaikanal,Tamil Nadu,On-site,Other,"From 13,000 a month",Monthly,19250.0
Game Designer - Intern,"Pune, Maharashtra",Pune,Maharashtra,On-site,Design and Creative,Not Disclosed,Not Disclosed,19250.0
Business Analyst with an Experienced and Freshers also,Puducherry,Puducherry,Puducherry,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Exam Invigilator,"Tirupati, Andhra Pradesh",Tirupati,Andhra Pradesh,On-site,Other,"10,000 - 18,000 a month",Monthly,14000.0
HR Recruiter,Remote,Remote,Remote,Remote,HR and Recruitment,"12,000 - 15,000 a month",Monthly,13500.0
Digital Marketing Executives (Freshers),"Calicut, Kerala",Calicut,Kerala,On-site,Sales and Marketing,Not Disclosed,Not Disclosed,19250.0
Warehouse Executive,"Manali, Chennai, Tamil Nadu",Manali,Tamil Nadu,On-site,Other,"12,000 - 20,000 a month",Monthly,16000.0
Billing Executive,"Nilambur, Kerala",Nilambur,Kerala,On-site,Finance and Accounts,"9,000 - 14,000 a month",Monthly,11500.0
Private Tutor,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Education and Training,"15,000 - 45,000 a month",Monthly,30000.0
Customer Care Executive - Hindi Must,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Healthcare,"From 15,000 a month",Monthly,19250.0
EDUCATION COUNSELLOR,"Thrissur, Kerala",Thrissur,Kerala,On-site,Education and Training,"15,000 - 25,000 a month",Monthly,20000.0
Fashion Designer,"Kolkata, West Bengal",Kolkata,West Bengal,On-site,Design and Creative,Not Disclosed,Not Disclosed,19250.0
Computer operator,"Barmer, Rajasthan",Barmer,Rajasthan,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Trainee,Remote,Remote,Remote,Remote,IT and Technology,"10,000 - 12,000 a month",Monthly,11000.0
Warehouse Associate,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"14,000 - 14,787 a month",Monthly,14393.5
Accademic Counsellor,"Thrissur, Kerala",Thrissur,Kerala,On-site,Other,"12,000 - 20,000 a month",Monthly,16000.0
Medical Coder Trainee,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,On-site,IT and Technology,"15,000 - 25,000 a month",Monthly,20000.0
Fresh Graduate,"Talegaon Dabhade, Pune, Maharashtra",Talegaon Dabhade,Maharashtra,On-site,Other,"17,500 - 21,000 a month",Monthly,19250.0
Management Trainee,"Janakpuri, Delhi, Delhi",Janakpuri,Delhi,On-site,IT and Technology,"18,000 - 25,000 a month",Monthly,21500.0
Customer Service Executive,"Dharmsala, Himachal Pradesh",Dharmsala,Himachal Pradesh,On-site,Customer Service,"10,000 - 12,000 a month",Monthly,11000.0
Delivery Drivers / Delivery Executives / Delivery Boys / Freshers,"Ahmedabad, Gujarat",Ahmedabad,Gujarat,On-site,Logistics and Delivery,"Up to 30,000 a month",Monthly,19250.0
Pizza hut- Team Member,"Aluva, Kerala",Aluva,Kerala,On-site,Other,"Up to 10,500 a month",Monthly,19250.0
Trainee Associate,"Karimnagar, Telangana",Karimnagar,Telangana,On-site,IT and Technology,"12,000 - 17,000 a month",Monthly,14500.0
Data Entry Executive (delhi only),"Delhi, Delhi",Delhi,Delhi,On-site,IT and Technology,"Up to 12,500 a month",Monthly,19250.0
Trainee Architect,"Delhi, Delhi",Delhi,Delhi,On-site,IT and Technology,"15,039.68 - 67,972.53 a month",Monthly,41506.105
Delivery Partner/Delivery Executive,"Goa, Goa",Goa,Goa,On-site,Logistics and Delivery,"25,000 - 40,000 a month",Monthly,32500.0
Research Trainee,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,IT and Technology,"20,000 - 25,000 a month",Monthly,22500.0
"Graphic Designer (Vesu, Surat)","Athwa, Surat, Gujarat",Athwa,Gujarat,On-site,Design and Creative,"1,75,000 - 2,50,000 a year",Annual,212500.0
Fresher required (operations),"Noida, Uttar Pradesh",Noida,Uttar Pradesh,On-site,Design and Creative,"15,000 - 20,000 a month",Monthly,17500.0
"High School Teacher, IT","Himayatnagar, Hyderabad, Telangana",Himayatnagar,Telangana,On-site,Education and Training,"From 15,000 a month",Monthly,19250.0
Trainee Digital Marketer,Kerala,Kerala,Kerala,On-site,IT and Technology,"5,000 - 7,000 a month",Monthly,6000.0
Video Editor,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Wardens,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Sand plant operator(Fresher also can apply)Location- Howrah,"Howrah, West Bengal",Howrah,West Bengal,On-site,Other,"15,000 - 17,000 a month",Monthly,16000.0
Recruiter (0-2 YEARS),Remote,Remote,Remote,Remote,HR and Recruitment,Not Disclosed,Not Disclosed,19250.0
DSMH-HIRING-,India,India,India,On-site,Other,"2,56,870 - 2,56,874 a year",Annual,256872.0
Option Trader,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Trainee IPQA,"Baddi, Himachal Pradesh",Baddi,Himachal Pradesh,On-site,IT and Technology,"1,00,000 - 2,00,000 a year",Annual,150000.0
QC (Apparel/Garment),"Tiruppur, Tamil Nadu",Tiruppur,Tamil Nadu,On-site,Other,"12,000 - 18,000 a month",Monthly,15000.0
Cashier,"Kazhakoottam, Thiruvananthapuram, Kerala",Kazhakoottam,Kerala,On-site,Other,"9,000 - 15,000 a month",Monthly,12000.0
Business Development Associate,"Pune, Maharashtra",Pune,Maharashtra,On-site,Sales and Marketing,"20,585.48 - 39,150.69 a month",Monthly,29868.085
Business Associate,"Sahibganj, Jharkhand",Sahibganj,Jharkhand,On-site,Other,"From 22,000 a month",Monthly,19250.0
HR Intern,Remote,Remote,Remote,Remote,HR and Recruitment,"3,000 - 6,000 a month",Monthly,4500.0
MEDICAL REPRESENTATIVE,"Kochi, Kerala",Kochi,Kerala,On-site,Healthcare,"From 20,00,000 a year",Annual,19250.0
Content Strategist & Writer,Remote,Remote,Remote,Remote,Other,60 an hour,Hourly,19250.0
Fresher-Bcom,"Delhi, Delhi",Delhi,Delhi,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Manager - Activation,"Tezpur, Assam",Tezpur,Assam,On-site,Management,Not Disclosed,Not Disclosed,19250.0
Business Analyst Fresher,"Goregaon, Mumbai, Maharashtra",Goregaon,Maharashtra,On-site,Other,"1,80,000 a year",Annual,180000.0
Non Voice Chat Process,"Badli, Delhi, Delhi",Badli,Delhi,On-site,Other,"14,500 - 19,500 a month",Monthly,17000.0
General engineer trainee,"Erode, Tamil Nadu",Erode,Tamil Nadu,On-site,IT and Technology,"15,000 - 22,000 a month",Monthly,18500.0
Physiotherapy Germany,"Greater Noida, Uttar Pradesh",Greater Noida,Uttar Pradesh,On-site,Other,"2,00,000 - 2,50,000 a month",Monthly,225000.0
Fresher Front End Developer,"Indore, Madhya Pradesh",Indore,Madhya Pradesh,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Facilitator,"Ashoknagar, Madhya Pradesh",Ashoknagar,Madhya Pradesh,On-site,Other,"From 12,000 a month",Monthly,19250.0
FRESHERS TELECALLERS,"Hyderabad, Telangana",Hyderabad,Telangana,On-site,Customer Service,Not Disclosed,Not Disclosed,19250.0
Office Assistant,"Habra, West Bengal",Habra,West Bengal,On-site,Other,"7,000 - 8,000 a month",Monthly,7500.0
PSM,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Management Trainee,"Delhi, Delhi",Delhi,Delhi,On-site,IT and Technology,"23,082 - 60,000 a month",Monthly,41541.0
Trainee Store,"Vypin, Kerala",Vypin,Kerala,On-site,IT and Technology,"From 10,000 a month",Monthly,19250.0
QC- Jr. Officer,"Pune, Maharashtra",Pune,Maharashtra,On-site,Other,Not Disclosed,Not Disclosed,19250.0
Website Designer & Developer,"Namakkal, Tamil Nadu",Namakkal,Tamil Nadu,On-site,IT and Technology,"1,20,000 - 6,00,000 a year",Annual,360000.0
Store In-charge,"Runkata, Agra, Uttar Pradesh",Runkata,Uttar Pradesh,On-site,Other,"From 13,000 a month",Monthly,19250.0
fresher's PUC and Graduates,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,Not Disclosed,Not Disclosed,19250.0
PHP Trainee/ Fresher,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
SEO Fresher/Trainee,"Faridabad, Haryana",Faridabad,Haryana,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Operations executive,"Domlur, Bengaluru, Karnataka",Domlur,Karnataka,On-site,Other,"22,000 - 26,000 a month",Monthly,24000.0
Intern - Software Development [Fresher],"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Trainee Web Developer,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Business Development,"Thane, Maharashtra",Thane,Maharashtra,On-site,Sales and Marketing,"11,957.98 - 52,489.13 a month",Monthly,32223.555
Trainee - Quality,"Delhi, Delhi",Delhi,Delhi,On-site,IT and Technology,"17,000 - 35,000 a month",Monthly,26000.0
Modelling,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Other,"30,000 - 45,000 a month",Monthly,37500.0
HR Intern,Remote,Remote,Remote,Remote,HR and Recruitment,"6,086 - 20,000 a month",Monthly,13043.0
Computer Hardware & Networking Engineer,"Kochi, Kerala",Kochi,Kerala,On-site,IT and Technology,"5,000 - 6,500 a month",Monthly,5750.0
Technical Marketing,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Sales and Marketing,"4,50,000 a year",Annual,450000.0
Industrial Trainee - Coffee,"Kushalnagar, Karnataka",Kushalnagar,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
"Data Entry (Fresher), Tiruppur","Tiruppur, Tamil Nadu",Tiruppur,Tamil Nadu,On-site,IT and Technology,"11,000 - 13,000 a month",Monthly,12000.0
Staff Trainee,"Amroha, Uttar Pradesh",Amroha,Uttar Pradesh,On-site,IT and Technology,"1,25,000 - 2,00,000 a year",Annual,162500.0
Video Editor in Coimbatore,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Other,"8,000 - 20,000 a month",Monthly,14000.0
Unit Coordinator,"Yadgir, Karnataka",Yadgir,Karnataka,On-site,IT and Technology,"Up to 20,000 a month",Monthly,19250.0
Web Developer Trainees (Freshers),"Calicut, Kerala",Calicut,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Office Assistant,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"8,086 - 12,000 a month",Monthly,10043.0
Software Trainee,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Trainee Executive,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Business Development Associate,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Sales and Marketing,"15,000 - 40,000 a month",Monthly,27500.0
Looking for Course Counsellors/Tele callers on Commission Basis,"Kayankulam, Kerala",Kayankulam,Kerala,On-site,Other,"20,000 - 80,000 a month",Monthly,50000.0
Software Trainee,"Thiruvananthapuram District, Kerala",Thiruvananthapuram District,Kerala,On-site,IT and Technology,"5,000 - 8,000 a month",Monthly,6500.0
Trainee,"Perungudi, Chennai, Tamil Nadu",Perungudi,Tamil Nadu,On-site,IT and Technology,"15,000 - 18,000 a month",Monthly,16500.0
Opening for Delivery Partner,"Kottayam, Kerala",Kottayam,Kerala,On-site,Logistics and Delivery,"From 20,086 a month",Monthly,19250.0
Trainee,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Service Engineer(Trainee),"Gurugram, Haryana",Gurugram,Haryana,On-site,IT and Technology,Not Disclosed,Not Disclosed,19250.0
Business Development Associate,Remote,Remote,Remote,Remote,Sales and Marketing,"10,813.14 - 39,892.82 a month",Monthly,25352.98
Accounting Faculty,"Tiruvalla, Kerala",Tiruvalla,Kerala,On-site,Education and Training,"10,000 - 13,000 a month",Monthly,11500.0
Production Co-ordinator,"Mumbai, Maharashtra",Mumbai,Maharashtra,On-site,Other,"8,000 - 25,000 a month",Monthly,16500.0
Female Allocation Executive,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"20,000 - 23,000 a month",Monthly,21500.0
Delivery Executive/Delivery Partner,"Gurugram, Haryana",Gurugram,Haryana,On-site,Logistics and Delivery,"18,000 - 35,000 a month",Monthly,26500.0
Electrical Assembler,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,Other,"20,000 a month",Monthly,20000.0
Architect,"Ahmedabad, Gujarat",Ahmedabad,Gujarat,On-site,Other,"18,000 - 35,000 a month",Monthly,26500.0
Sales Officer (SO),"Alleppey, Kerala",Alleppey,Kerala,On-site,Sales and Marketing,"18,000 - 22,000 a month",Monthly,20000.0
Project Assistant,"Attur, Tamil Nadu",Attur,Tamil Nadu,On-site,Other,"12,937.04 - 15,000.00 a month",Monthly,13968.52
Content Writer-Remote,"Calicut, Kerala",Calicut,Kerala,On-site,Other,"2,00,000 - 3,00,000 a year",Annual,250000.0
Customer Relationship Executive - B2B,"Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,On-site,Customer Service,"14,000 - 20,000 a month",Monthly,17000.0
Office Assistant,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"8,086.00 - 22,552.53 a month",Monthly,15319.265
Air Conditioning Technician,"Ambawadi, Ahmedabad, Gujarat",Ambawadi,Gujarat,On-site,IT and Technology,"Up to 50,000 a month",Monthly,19250.0
FRESHER graduate (Any Field),"Jagnath Plot, Rajkot, Gujarat",Jagnath Plot,Gujarat,On-site,Other,"1,20,000 - 3,50,000 a year",Annual,235000.0
Purchase Assistant,"Tiruppur, Tamil Nadu",Tiruppur,Tamil Nadu,On-site,Other,"13,000 a month",Monthly,13000.0
Badminton Coach,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Other,"From 20,000 a month",Monthly,19250.0
AutoCAD Draftsman,"Gundavali, Mumbai, Maharashtra",Gundavali,Maharashtra,On-site,Other,"10,000 - 20,000 a month",Monthly,15000.0
"Staff Nurse,ANM, GNM,","Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Healthcare,"10,000 - 15,000 a month",Monthly,12500.0
WANTED B.E CIVIL CANDIDATES WITH CAD KNOWLEDGE,"Simmakkal, Madurai, Tamil Nadu",Simmakkal,Tamil Nadu,On-site,Other,"12,000 - 22,000 a month",Monthly,17000.0
Digital Marketing Specialist,"Chandigarh, Chandigarh",Chandigarh,Chandigarh,On-site,Sales and Marketing,"1,80,000 - 3,00,000 a year",Annual,240000.0
Spot Offer for Customer Support Executive,"Teynampet, Chennai, Tamil Nadu",Teynampet,Tamil Nadu,On-site,Customer Service,"11,000 - 17,000 a month",Monthly,14000.0
Associate Sales Manager,"Vashi, Navi Mumbai, Maharashtra",Vashi,Maharashtra,On-site,Sales and Marketing,"From 20,000 a month",Monthly,19250.0
Assembly Line Operator,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Other,"13,000 - 15,000 a month",Monthly,14000.0
Field Marketing Executive,"Egmore, Chennai, Tamil Nadu",Egmore,Tamil Nadu,On-site,Sales and Marketing,"9,838.25 - 27,777.89 a month",Monthly,18808.07
Receptionist (Female),"Navlakha, Indore, Madhya Pradesh",Navlakha,Madhya Pradesh,On-site,Other,"10,000 - 12,000 a month",Monthly,11000.0
Doctor,"Bellary, Karnataka",Bellary,Karnataka,On-site,Healthcare,"20,000 - 25,000 a month",Monthly,22500.0
Delivery Drivers / Delivery Executives / Delivery Boys / Freshers,"Chandigarh, Chandigarh",Chandigarh,Chandigarh,On-site,Logistics and Delivery,"Up to 30,000 a month",Monthly,19250.0
Staff Nurse- Female,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Healthcare,"15,000 - 20,000 a month",Monthly,17500.0
Business Development Executive (BDE),"Kochi, Kerala",Kochi,Kerala,On-site,Sales and Marketing,"13,000 - 15,000 a month",Monthly,14000.0
Customer Service Representative,"Indore, Madhya Pradesh",Indore,Madhya Pradesh,On-site,Customer Service,"10,000 - 15,000 a month",Monthly,12500.0
Staff Nurse,"Kottayam, Kerala",Kottayam,Kerala,On-site,Healthcare,"From 20,000 a month",Monthly,19250.0
Female Customer Care Executive (Surat),"Surat, Gujarat",Surat,Gujarat,On-site,Healthcare,"10,000 - 16,000 a month",Monthly,13000.0
Sales Representative,"Uppal Kalan, Hyderabad, Telangana",Uppal Kalan,Telangana,On-site,Sales and Marketing,"10,000 - 15,000 a month",Monthly,12500.0
Travel Consultant (FEMALE ONLY),"Jetalpur, Vadodara, Gujarat",Jetalpur,Gujarat,On-site,Other,"15,000 - 25,000 a month",Monthly,20000.0
Digital Marketing Executive,"Zirakpur, Punjab",Zirakpur,Punjab,On-site,Sales and Marketing,"6,000 - 8,000 a month",Monthly,7000.0
Lead Generation Specialist,"Bengaluru, Karnataka",Bengaluru,Karnataka,On-site,Management,"2,40,000 - 3,20,000 a year",Annual,280000.0
Assembly Technician cum Winding Technician,"Karur, Tamil Nadu",Karur,Tamil Nadu,On-site,Other,"12,000 - 15,000 a month",Monthly,13500.0
Business Development Associate,"Chinchwad, Pune, Maharashtra",Chinchwad,Maharashtra,On-site,Sales and Marketing,"From 15,000 a month",Monthly,19250.0
/,"Hyderabad, Telangana",Hyderabad,Telangana,On-site,Other,"18,000 - 35,000 a month",Monthly,26500.0
Urgent Requirements of CHEMISTRY Teacher for NEET & JEE Main level,"Pune, Maharashtra",Pune,Maharashtra,On-site,IT and Technology,"3,60,000 - 6,00,000 a year",Annual,480000.0
Digital Marketing Specialist,"Gurugram, Haryana",Gurugram,Haryana,On-site,Sales and Marketing,"20,000 - 30,000 a month",Monthly,25000.0
Field Executive,"Ahmedabad, Gujarat",Ahmedabad,Gujarat,On-site,Other,"10,000 - 12,000 a month",Monthly,11000.0
Telecaller Executive,"Gurugram, Haryana",Gurugram,Haryana,On-site,Customer Service,"8,000 - 15,000 a month",Monthly,11500.0
Bussiness Development Executive,"Ashok Nagar, Ranchi, Jharkhand",Ashok Nagar,Jharkhand,On-site,Other,"8,000 - 15,000 a month",Monthly,11500.0
Inbound Banking Hindi Voice Process,"Teynampet, Chennai, Tamil Nadu",Teynampet,Tamil Nadu,On-site,Other,"14,000 - 16,000 a month",Monthly,15000.0
Consultant Doctor,"Salem, Tamil Nadu",Salem,Tamil Nadu,On-site,Healthcare,"20,000 - 25,000 a month",Monthly,22500.0
Architectural Draftsperson,"Nikol, Ahmedabad, Gujarat",Nikol,Gujarat,On-site,Other,"8,000 - 25,000 a month",Monthly,16500.0
Sales and Customer Service Executive,"Nungambakkam High Road, Chennai, Tamil Nadu",Nungambakkam High Road,Tamil Nadu,On-site,Sales and Marketing,"18,000 - 22,000 a month",Monthly,20000.0
Fashion Designer(Female) as a FASHION CONSULTANT for a Retail Store,"R.S.Puram West, Tamil Nadu",R.S.Puram West,Tamil Nadu,On-site,IT and Technology,"From 12,000 a month",Monthly,19250.0
Aesthetic Surgeon,"T Nagar, Chennai, Tamil Nadu",T Nagar,Tamil Nadu,On-site,Other,"45,000 - 50,000 a month",Monthly,47500.0
Robotics / STEM Trainer,"Jaipur, Rajasthan",Jaipur,Rajasthan,On-site,IT and Technology,"1,80,000 - 4,80,000 a year",Annual,330000.0
Diploma Mechanical Engineer - Design Engineer Trainee,"Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,On-site,IT and Technology,"13,000 - 15,000 a month",Monthly,14000.0
Business Development Executive (BDE),"Bopal, Ahmedabad, Gujarat",Bopal,Gujarat,On-site,Sales and Marketing,"15,000 - 35,000 a month",Monthly,25000.0
Admission Counselor/ Telecaler Executive,"Chandigarh, Chandigarh",Chandigarh,Chandigarh,On-site,Other,"From 15,000 a month",Monthly,19250.0
Sales Staff,"Chennai, Tamil Nadu",Chennai,Tamil Nadu,On-site,Sales and Marketing,"15,000 - 16,000 a month",Monthly,15500.0
STUDY ABROAD Admission Process Associate,"Kochi, Kerala",Kochi,Kerala,On-site,Other,"8,000 - 15,000 a month",Monthly,11500.0
Production Supervisor,"Rajkot, Gujarat",Rajkot,Gujarat,On-site,Management,"From 10,000 a month",Monthly,19250.0
Delivery Partner/Delivery Executive,"Bhubaneswar, Orissa",Bhubaneswar,Orissa,On-site,Logistics and Delivery,"25,000 - 40,000 a month",Monthly,32500.0
Software Sales Executive,"Calicut, Kerala",Calicut,Kerala,On-site,IT and Technology,"8,587.91 - 33,638.68 a month",Monthly,21113.295
Tele Caller Executive,"New Alipur, Kolkata, West Bengal",New Alipur,West Bengal,On-site,Other,"8,000 - 12,500 a month",Monthly,10250.0
Need STUDY/TOURIST visa Councellor,"Ghumar Mandi, Ludhiana, Punjab",Ghumar Mandi,Punjab,On-site,Other,"From 25,000 a month",Monthly,19250.0
Tele Calling Executive,"Ashoknagar, Bengaluru, Karnataka",Ashoknagar,Karnataka,On-site,Other,"15,000 - 20,000 a month",Monthly,17500.0
Territory Sales Officer,"Athgaon, Guwahati, Assam",Athgaon,Assam,On-site,Sales and Marketing,"15,000 - 21,000 a month",Monthly,18000.0
Draughtsman Mechanical,"Talawade, Pune, Maharashtra",Talawade,Maharashtra,On-site,Other,"10,000 - 18,000 a month",Monthly,14000.0
Business Development Executive,"Vadodara, Gujarat",Vadodara,Gujarat,On-site,Sales and Marketing,"10,000 - 36,000 a month",Monthly,23000.0
Restaurant Staff,"Vizhinjam, Thiruvananthapuram, Kerala",Vizhinjam,Kerala,On-site,Other,"15,000 - 40,000 a month",Monthly,27500.0
Aesthetic Surgeon,"Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,On-site,Other,"45,000 - 50,000 a month",Monthly,47500.0
JUNIOR ARCHITECT,"Salt Lake City, West Bengal",Salt Lake City,West Bengal,On-site,Other,"15,000 - 25,000 a month",Monthly,20000.0
Delivery Partner/Delivery Executive,"Kolkata, West Bengal",Kolkata,West Bengal,On-site,Logistics and Delivery,"15,000 - 35,000 a month",Monthly,25000.0
